"","17uWtnxcJdpH7pEXXmr1SLrohVxe18B3fD:5000000000","1231626072","67"
"","1PeWcJrkpHMnUs3t5GvuwcHh1oBHYNoDwG:5000000000","1231625020","66"
"","1UZhhzWo85osGzNrs1BVjoE3FP8ea2umX:5000000000","1231624503","65"
"","197x9cjGHGq9ah4AAwduRbu48J9PLiwcFD:5000000000","1231624107","64"
"","16jZuw5nwn3ZgzWYrRvhi8NZW2b1NRk6S7:5000000000","1231623880","63"
"","12GBk2eiu3AEVvNYTwWYnUz49ecRjJ1CR6:5000000000","1231623224","62"
"","1AiE8NiskCXRovzHdVzAjydQ9V8Dv7Hiy8:5000000000","1231622445","61"
"","16kf2cAY8V7iZjX21Pm8znMJxqa2TYcqQ5:5000000000","1231621959","60"
"","1FERXfs9RYGhhLe2yBsSqYfSqtmUEBUSTc:5000000000","1231620928","59"
"","14UyXKWBcVHYcqSpxYcmR9JLZu6pArwDrd:5000000000","1231620564","58"
"","19knNYsDH25AsBGhhoaxnmUKrn9WkVMSUi:5000000000","1231619676","57"
"","1281ZBYNe7qJGMsGgHL2YgUEEFwCdXQwBq:5000000000","1231618848","56"
"","18p2otBZ33Ytgk3afUrHsmiPrFLNPiM4G5:5000000000","1231618509","55"
"","1Kc4RPywLu8bK7JvTQJY1MWHo1S4jqQfzM:5000000000","1231617386","54"
"","1h2Znru8Y624tuVnu1UgUujNACTzaFABz:5000000000","1231617190","53"
"","17xQEk6df1Zyzvzs3oLPU9k5BZ85uGxC19:5000000000","1231616363","52"
"","192kkZSRQHrS4dnBoPGgoYB6WeC1HXyYZe:5000000000","1231615503","51"
"","17iyRRXBHJKbv5DKPPkttWewm3CHdNPGQd:5000000000","1231614698","50"
"","18K6LJ9wFKSkYDA3dspswRPWiPgNZKvN7d:5000000000","1231613802","49"
"","1FaUNstQc4FUena9XodmbfHgoMD9yKpT4d:5000000000","1231613140","48"
"","136g5f3pBidF6q8udL5GGb66CzG7AzBNwv:5000000000","1231612888","47"
"","1BEKzoSq5kTRNhL9ezh8KJ5vt2NzigQV2K:5000000000","1231611793","46"
"","1D2zWLwXkdgFw5VtcYVtBhZuq5j4qwiRQP:5000000000","1231611068","45"
"","1HjE5zRg4eYm7jCHB9oSH5WbyZdH1GE2Ns:5000000000","1231610361","44"
"","1Bhq4Uz1Cg8vZLWy5uT3X3Ea3XDSNvkvCM:5000000000","1231609477","43"
"","1DnzNm7QC479kSydvzmgb16X2c5GwRVzs1:5000000000","1231609153","42"
"","1DEwdHYmo8q6AhSHG7UgxEjttNMFdw9e7u:5000000000","1231608903","41"
"","1AQ2m6GH78oLgZYCdueUb4Zjxg1L6BkHZM:5000000000","1231608208","40"
"","1KzvBTUbdwNBXiTkzr1msFUtPf7Vu2zLiu:5000000000","1231607511","39"
"","1DpSDwF12wX5ogkS2HXabT7iWtCkAqJD9k:5000000000","1231607488","38"
"","1DpJP16GXSht3hJ5DZDumKcwAFqQQVkffN:5000000000","1231606762","37"
"","1NHHWnZKTetjZZfAbVjTS9EHQafdH6xn8a:5000000000","1231605789","36"
"","16bo8EmUnLJAmtDNavgcs1BQ5rU4YcR9UC:5000000000","1231605153","35"
"","1BTsxjF9rXtFvUZ2UFditbeUpohGgKCxUt:5000000000","1231604338","34"
"","1MKRkcXG7cUb83EGNjK5TSHcKgVjVMTou5:5000000000","1231603939","33"
"","1Bw7RG9a19SjCNszmXQZhBwe1gEj4Vb2JZ:5000000000","1231603171","32"
"","1PHB5i7JMEZCKvcjYSQXPbi5oSK8DoJucS:5000000000","1231602736","31"
"","17x23dNjXJLzGMev6R63uyRhMWP1VHawKc:5000000000","1231602122","30"
"","1GnYgH4V4kHdYEdHwAczRHXwqxdY7xars1:5000000000","1231601503","29"
"","18a3JX7ZZvu5CdaqY33RxzXB3ytEjspsGq:5000000000","1231601457","28"
"","1G43MvhzCqRz1ctsQUmgU4LgLuSVdfU557:5000000000","1231570573","27"
"","1KDnp5D9sEUNGFY2z4JiKhwfbm7zqYp4Bz:5000000000","1231570450","26"
"","15VF3MsCzjHmFQ3wK3SMrTEBTmFY8zhJnU:5000000000","1231568646","25"
"","1JXLFv719ec3bzTXaSq7vqRFS634LErtJu:5000000000","1231568277","24"
"","1AqC4PhwYf7QAyGBhThcyQCKHJyyyLyAwc:5000000000","1231567611","23"
"","1DmKBaveG8iQA7nTGpRQ1bf8cJ7zqSMCjJ:5000000000","1231567467","22"
"","1Fi7o3BKMcT82NVtnMRNqsj8aE5CWbAo4z:5000000000","1231566553","21"
"","15ubjFzmWVvj3TqcpJ1bSsb8joJ6gF6dZa:5000000000","1231565995","20"
"","1P9VmZogiic8d5ZUVZofrdtzXgtpbG9fop:5000000000","1231564974","19"
"","1DJkjSqW9cX9XWdU71WX3Aw6s6Mk4C3TtN:5000000000","1231564334","18"
"","1LPBetDzQ3cYwqQepg4teFwR7FnR1TkMCM:5000000000","1231563791","17"
"","16kktFTqsruEfPPphW4YgjktRF28iT8Dby:5000000000","1231562758","16"
"","1CYG7y3fukVLdobqgUtbknwWKUZ5p1HVmV:5000000000","1231562746","15"
"","1DMGtVnRrgZaji7C9noZS3a1QtoaAN2uRG:5000000000","1231475589","14"
"","17abzUBJr7cnqfnxnmznn8W38s9f9EoXiq:5000000000","1231475020","13"
"","1PYELM7jXHy5HhatbXGXfRpGrgMMxmpobu:5000000000","1231474888","12"
"","1dyoBoF5vDmPCxwSsUZbbYhA5qjAfBTx9:5000000000","1231474360","11"
"","15yN7NPEpu82sHhB6TzCW5z5aXoamiKeGy:5000000000","1231473952","10"
"","12cbQLTFMXRnSzktFkuoG3eHoMeFtpTu3S:5000000000","1231473279","9"
"","1J6PYEzr4CUoGbnXrELyHszoTSz3wCsCaj:5000000000","1231472743","8"
"","16LoW7y83wtawMg5XmT4M3Q7EdjjUmenjM:5000000000","1231472369","7"
"","1GkQmKAmHtNfnD3LHhTkewJxKHVSta4m2a:5000000000","1231471789","6"
"","1JfbZRwdDHKZmuiZgYArJZhcuuzuw2HuMu:5000000000","1231471428","5"
"","15ubicBBWFnvoZLT7GiU2qxjRaKJPdkDMG:5000000000","1231470988","4"
"","1FvzCLoTPGANNjWoUo6jUGuAG3wg1w4YjR:5000000000","1231470173","3"
"","1HLoD9E4SDFFPDiYfNYnkBLQ85Y51J3Zb1:5000000000","1231469744","2"
"","12c6DSiU4Rq3P4ZxziKxzrL5LmMBrzjrJX:5000000000","1231469665","1"
"","1A1zP1eP5QGefi2DMPTfTL5SLmv7DivfNa:5000000000","1231006505","0"
